Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Blistrup;A;Socialdemokratiet;Listestemmer;138
1. Blistrup;A;Socialdemokratiet;Morten Dahlberg Nielsen;54
1. Blistrup;A;Socialdemokratiet;Allan Nielsen;19
1. Blistrup;A;Socialdemokratiet;Pia Elly Godsted Foght;41
1. Blistrup;A;Socialdemokratiet;Mette Marianne Tolstrup;12
1. Blistrup;A;Socialdemokratiet;Jannik Lyng Petersen;8
1. Blistrup;A;Socialdemokratiet;Steffen Dannemand Goldschmidt;16
1. Blistrup;A;Socialdemokratiet;Daniel Tao Faber Threms;11
1. Blistrup;B;Radikale Venstre;Listestemmer;19
1. Blistrup;B;Radikale Venstre;Bo Jul Baandhagen Nielsen - Gillel;21
1. Blistrup;B;Radikale Venstre;Mette Dollerup - Gilleleje;9
1. Blistrup;B;Radikale Venstre;Rikke Vesterbæk Heitmann - Græsted;3
1. Blistrup;B;Radikale Venstre;Thomas Frandsen - Tisvildeleje;0
1. Blistrup;B;Radikale Venstre;Jens Peter Hansen - Gilleleje;4
1. Blistrup;B;Radikale Venstre;Karl Terpager Andersen - Vejby;0
1. Blistrup;B;Radikale Venstre;Frank Skaarup Slemming - Tinkerup;2
1. Blistrup;B;Radikale Venstre;Arne Skovgaard Nielsen - Helsinge;1
1. Blistrup;B;Radikale Venstre;Søren Bald - Tibirke Sand;0
1. Blistrup;C;Det Konservative Folkeparti;Listestemmer;90
1. Blistrup;C;Det Konservative Folkeparti;Trine Mette Egetved-Sørensen;298
1. Blistrup;C;Det Konservative Folkeparti;Lars Nielsen;49
1. Blistrup;C;Det Konservative Folkeparti;Samir Maáli;10
1. Blistrup;C;Det Konservative Folkeparti;Daniel Frigast;2
1. Blistrup;C;Det Konservative Folkeparti;Helene Elisabeth F Gerlykke-Dohn;16
1. Blistrup;C;Det Konservative Folkeparti;Simon Johannes Mortensen;3
1. Blistrup;C;Det Konservative Folkeparti;Bertel Dandanell Bording;6
1. Blistrup;C;Det Konservative Folkeparti;Michael Frank Hansen;4
1. Blistrup;C;Det Konservative Folkeparti;Lars Christian Bregnbak;5
1. Blistrup;C;Det Konservative Folkeparti;Kim Thonsgaard;3
1. Blistrup;C;Det Konservative Folkeparti;Casper Hannibal Aistrup;9
1. Blistrup;C;Det Konservative Folkeparti;Jens Louis Zwicky;2
1. Blistrup;C;Det Konservative Folkeparti;Hasse Højmark Andersen;1
1. Blistrup;D;Nye Borgerlige;Listestemmer;65
1. Blistrup;D;Nye Borgerlige;Kim Hinrich - Helsinge;35
