Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Hørsholm;A;Socialdemokratiet;Listestemmer;141
1. Hørsholm;A;Socialdemokratiet;Svend Erik Christiansen;52
1. Hørsholm;A;Socialdemokratiet;Dickte Noël Toft;56
1. Hørsholm;A;Socialdemokratiet;Marcus Guldager;107
1. Hørsholm;A;Socialdemokratiet;Stine Pagh;38
1. Hørsholm;A;Socialdemokratiet;Caroline Victoria Christensen;68
1. Hørsholm;A;Socialdemokratiet;Bo Bilde;6
1. Hørsholm;B;Radikale Venstre;Listestemmer;56
1. Hørsholm;B;Radikale Venstre;Henrik Klitgaard;43
1. Hørsholm;B;Radikale Venstre;Hans Laugesen;6
1. Hørsholm;B;Radikale Venstre;Emilie Andersen-Ranberg;62
1. Hørsholm;B;Radikale Venstre;Katja Elberg;9
1. Hørsholm;B;Radikale Venstre;Lone Heyde;3
1. Hørsholm;B;Radikale Venstre;Peer Tidemand-Petersson;2
1. Hørsholm;B;Radikale Venstre;Birgitte Finnemann Bruun;19
1. Hørsholm;C;Det Konservative Folkeparti;Listestemmer;293
1. Hørsholm;C;Det Konservative Folkeparti;Morten Slotved;429
1. Hørsholm;C;Det Konservative Folkeparti;Maj Allin Thorup;80
1. Hørsholm;C;Det Konservative Folkeparti;Bent Fabricius;40
1. Hørsholm;C;Det Konservative Folkeparti;Charlotte Kirchheiner;247
1. Hørsholm;C;Det Konservative Folkeparti;Jan H. Klit;28
1. Hørsholm;C;Det Konservative Folkeparti;Annette Wiencken;76
1. Hørsholm;C;Det Konservative Folkeparti;Esben Dyekjær;47
1. Hørsholm;C;Det Konservative Folkeparti;Eva Bryld;8
1. Hørsholm;C;Det Konservative Folkeparti;John M. Jensen;3
1. Hørsholm;C;Det Konservative Folkeparti;Ole Wessung;40
1. Hørsholm;C;Det Konservative Folkeparti;Otto B. Christiansen;16
1. Hørsholm;C;Det Konservative Folkeparti;Per Balser;6
1. Hørsholm;C;Det Konservative Folkeparti;Peter Agger;9
1. Hørsholm;C;Det Konservative Folkeparti;Renata Frolova;7
1. Hørsholm;C;Det Konservative Folkeparti;Steffen Brygger Lund;14
1. Hørsholm;C;Det Konservative Folkeparti;Knud Düring;4
1. Hørsholm;C;Det Konservative Folkeparti;Inga Nielsen;10
1. Hørsholm;C;Det Konservative Folkeparti;Tomas Dyrbye;19
1. Hørsholm;D;Nye Borgerlige;Listestemmer;41
1. Hørsholm;D;Nye Borgerlige;Erik Rosenkrantz Fuglsang;36
1. Hørsholm;F;SF - Socialistisk Folkeparti;Listestemmer;40
1. Hørsholm;F;SF - Socialistisk Folkeparti;Louise Zabel;94
1. Hørsholm;F;SF - Socialistisk Folkeparti;Ib Tune Olsen;11
1. Hørsholm;I;Liberal Alliance;Listestemmer;30
1. Hørsholm;I;Liberal Alliance;Stine Darmer;54
