Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Listestemmer;250
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Jan Petersen, Sangstrup;546
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Lars Møller, Grenaa;208
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Allan Gjersbøl Jørgensen, Grenaa;234
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Bente Hedegaard, Auning;9
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Karoline Bergkvist Søgaard, Rimsø;68
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Anette Ruby Liebe, Grenaa;127
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Fritz Birk Sørensen, Allingåbro;5
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Anders Stenumgaard Lind, Grenaa;87
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Niels Basballe, Grenaa;78
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Hans Fisker Jensen, Bønnerup;14
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Tom Bytoft, Auning;11
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Carsten Hering Nielsen, Trustrup;8
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Lars Pedersen, Udbyhøj;11
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Carl-Eric Würtz Pallesen, Grenaa;50
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Carsten Pleman, Holbæk;0
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Jacob Gosvig Haaber, Stenvad;5
1. Kulturhuset Pavillonen;A;Socialdemokratiet;Heidi Hass Madsen, Glatved;47
1. Kulturhuset Pavillonen;B;Radikale Venstre;Listestemmer;33
1. Kulturhuset Pavillonen;B;Radikale Venstre;Ole Svit, Glesborg;77
1. Kulturhuset Pavillonen;B;Radikale Venstre;Else Brask, Grenaa;12
