Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Asminderød;A;Socialdemokratiet;Listestemmer;231
1. Asminderød;A;Socialdemokratiet;Thomas Lykke Pedersen, Humlebæk;218
1. Asminderød;A;Socialdemokratiet;Per Frost Henriksen, Fredensborg;52
1. Asminderød;A;Socialdemokratiet;Louise Mehnke, Kokkedal;44
1. Asminderød;A;Socialdemokratiet;Hans Nissen, Humlebæk;37
1. Asminderød;A;Socialdemokratiet;Vivian Johnsen, Kokkedal;10
1. Asminderød;A;Socialdemokratiet;Sarah Lykke, Humlebæk;16
1. Asminderød;A;Socialdemokratiet;Carsten Nielsen, Humlebæk;5
1. Asminderød;A;Socialdemokratiet;Pia Bødtker, Nivå;6
1. Asminderød;A;Socialdemokratiet;Charlotte Sander, Fredensborg;230
1. Asminderød;A;Socialdemokratiet;Mette Hoff, Fredensborg;49
1. Asminderød;A;Socialdemokratiet;Benn Gandløse Vestergaard, Nivå;1
1. Asminderød;A;Socialdemokratiet;Cømert Sonsuz, Nivå;5
1. Asminderød;A;Socialdemokratiet;Ergin Øzer, Kokkedal;6
1. Asminderød;A;Socialdemokratiet;Suzan Daoud, Kokkedal;15
1. Asminderød;A;Socialdemokratiet;Steffen Bjerre, Nivå;1
1. Asminderød;A;Socialdemokratiet;Frederik Lisemose, Fredensborg;28
1. Asminderød;A;Socialdemokratiet;Hossein Armandi, Kokkedal;6
1. Asminderød;A;Socialdemokratiet;Michael Karby Bakhauge, Humlebæk;4
1. Asminderød;A;Socialdemokratiet;Dorte Beyer Nielsen, Kokkedal;0
1. Asminderød;A;Socialdemokratiet;Rasmus Meyer, Humlebæk;0
1. Asminderød;B;Radikale Venstre;Listestemmer;80
1. Asminderød;B;Radikale Venstre;Lars Simonsen;26
1. Asminderød;B;Radikale Venstre;Bettina Bové;29
1. Asminderød;B;Radikale Venstre;Soma Mayel;55
1. Asminderød;B;Radikale Venstre;Jens Thorup Bindzus;5
1. Asminderød;B;Radikale Venstre;Marianne Bredgaard Karlsson;74
1. Asminderød;B;Radikale Venstre;Rasmus Langskov;21
1. Asminderød;B;Radikale Venstre;Marie Louise Wittenkamp;23
1. Asminderød;B;Radikale Venstre;Mikkel Senna Odoom;21
1. Asminderød;B;Radikale Venstre;Anne Seitz Christoffersen;6
1. Asminderød;B;Radikale Venstre;Thomas Bruun Olsen;0
1. Asminderød;B;Radikale Venstre;Gorm Tortzen;1
1. Asminderød;C;Det Konservative Folkeparti;Listestemmer;249
1. Asminderød;C;Det Konservative Folkeparti;Jesper Tvilde, Nivå;100
1. Asminderød;C;Det Konservative Folkeparti;Ulla Hardy-Hansen, Fredensborg;237
1. Asminderød;C;Det Konservative Folkeparti;Thomas von Jessen, Nivå;13
1. Asminderød;C;Det Konservative Folkeparti;Heidi Boss Nyby, Nivå;33
1. Asminderød;C;Det Konservative Folkeparti;Christian de Jonquiéres,Fredensbor;88
1. Asminderød;C;Det Konservative Folkeparti;Morten Hubenbecker Poulsen, Nivå;4
1. Asminderød;C;Det Konservative Folkeparti;Celine Lind Jakobsen, Kokkedal;43
1. Asminderød;C;Det Konservative Folkeparti;Jeppe K. Lilholt, Nivå;2
1. Asminderød;C;Det Konservative Folkeparti;Mikkel Dodt Fregerslev, Humlebæk;22
1. Asminderød;C;Det Konservative Folkeparti;Mikkel Hartwich, Humlebæk;21
1. Asminderød;C;Det Konservative Folkeparti;Michael Huusom, Kokkedal;27
1. Asminderød;C;Det Konservative Folkeparti;Mikael Wendelboe, Nivå;2
1. Asminderød;C;Det Konservative Folkeparti;Henrik Littau Mærsk, Fredensborg;96
1. Asminderød;C;Det Konservative Folkeparti;Mette Nørtoft, Humlebæk;14
1. Asminderød;D;Nye Borgerlige;Listestemmer;73
1. Asminderød;D;Nye Borgerlige;Steen Løfstrøm, Humlebæk;56
1. Asminderød;D;Nye Borgerlige;Kaspar Hemmingsen, Fredensborg;26
1. Asminderød;D;Nye Borgerlige;Søren Regenberg, Fredensborg;29
1. Asminderød;D;Nye Borgerlige;Jesper Hammer, Fredensborg;33
1. Asminderød;F;SF - Socialistisk Folkeparti;Listestemmer;75
1. Asminderød;F;SF - Socialistisk Folkeparti;Hanne Berg;102
1. Asminderød;F;SF - Socialistisk Folkeparti;Bent Fischer-Nielsen;18
1. Asminderød;F;SF - Socialistisk Folkeparti;Sune Hybert;7
1. Asminderød;F;SF - Socialistisk Folkeparti;Torben Forskov;6
1. Asminderød;F;SF - Socialistisk Folkeparti;Pia Jespersen;10
