Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Lyngby Midt;A;Socialdemokratiet;Listestemmer;132
1. Lyngby Midt;A;Socialdemokratiet;Simon Pihl Sørensen;73
1. Lyngby Midt;A;Socialdemokratiet;Dorthe Minna Hansen;52
1. Lyngby Midt;A;Socialdemokratiet;Bodil Kornbek;75
1. Lyngby Midt;A;Socialdemokratiet;Klaus Dalgas;12
1. Lyngby Midt;A;Socialdemokratiet;Martin Stenner;5
1. Lyngby Midt;A;Socialdemokratiet;Silas Mudoh;43
1. Lyngby Midt;A;Socialdemokratiet;Finn Riber;4
1. Lyngby Midt;A;Socialdemokratiet;Ib Carlsen;36
1. Lyngby Midt;A;Socialdemokratiet;Ivar Ørnby;6
1. Lyngby Midt;A;Socialdemokratiet;Lars Bjørn;0
1. Lyngby Midt;B;Radikale Venstre;Listestemmer;115
1. Lyngby Midt;B;Radikale Venstre;Gitte Kjær-Westermann;38
1. Lyngby Midt;B;Radikale Venstre;Mikkel Johannessen;29
1. Lyngby Midt;B;Radikale Venstre;Kasper Langberg;28
1. Lyngby Midt;B;Radikale Venstre;Susanne Hjernøe;11
1. Lyngby Midt;B;Radikale Venstre;Cecilie Lindahl;115
1. Lyngby Midt;B;Radikale Venstre;Paul K. Jeppesen;2
1. Lyngby Midt;B;Radikale Venstre;Ole Møller;9
1. Lyngby Midt;B;Radikale Venstre;Johan Løje;11
1. Lyngby Midt;B;Radikale Venstre;Karoline Geneser;0
1. Lyngby Midt;C;Det Konservative Folkeparti;Listestemmer;363
1. Lyngby Midt;C;Det Konservative Folkeparti;Sofia Osmani;896
1. Lyngby Midt;C;Det Konservative Folkeparti;John Tefke;42
1. Lyngby Midt;C;Det Konservative Folkeparti;Mette Schmidt Olsen;30
1. Lyngby Midt;C;Det Konservative Folkeparti;Dorthe la Cour;19
1. Lyngby Midt;C;Det Konservative Folkeparti;Martin Vendel Nielsen;6
1. Lyngby Midt;C;Det Konservative Folkeparti;Magnus Von Dreiager;41
1. Lyngby Midt;C;Det Konservative Folkeparti;Charlotte Shafer;41
1. Lyngby Midt;C;Det Konservative Folkeparti;Karsten Andersen;26
1. Lyngby Midt;C;Det Konservative Folkeparti;Erik Frikke;14
1. Lyngby Midt;C;Det Konservative Folkeparti;Maria Svane;7
1. Lyngby Midt;C;Det Konservative Folkeparti;Katrine Vendelbo;7
1. Lyngby Midt;C;Det Konservative Folkeparti;Marcus Perathoner;7
1. Lyngby Midt;C;Det Konservative Folkeparti;Casper Strunge;20
1. Lyngby Midt;C;Det Konservative Folkeparti;Ole Møller;13
1. Lyngby Midt;C;Det Konservative Folkeparti;Anne Jeremiassen;10
1. Lyngby Midt;C;Det Konservative Folkeparti;Tonni Hyldgaard;15
1. Lyngby Midt;C;Det Konservative Folkeparti;Philip Rye;20
1. Lyngby Midt;C;Det Konservative Folkeparti;Shahin Yazdi Sotoudeh;6
1. Lyngby Midt;C;Det Konservative Folkeparti;Søren Preuss;4
1. Lyngby Midt;C;Det Konservative Folkeparti;Christine Bernt Henriksen;5
1. Lyngby Midt;C;Det Konservative Folkeparti;Michael M. Jørgensen;12
1. Lyngby Midt;C;Det Konservative Folkeparti;Christian Winther;43
1. Lyngby Midt;C;Det Konservative Folkeparti;Richard Sandbæk;10
1. Lyngby Midt;D;Nye Borgerlige;Listestemmer;51
1. Lyngby Midt;D;Nye Borgerlige;Claus Bøgh Svenningsen;38
1. Lyngby Midt;D;Nye Borgerlige;Anette Skafte;16
1. Lyngby Midt;D;Nye Borgerlige;Dorthe Rosa Hasselby;9
1. Lyngby Midt;D;Nye Borgerlige;Peter Nielsen;1
1. Lyngby Midt;D;Nye Borgerlige;Freddy Jacobsen;0
1. Lyngby Midt;D;Nye Borgerlige;Lene Tholstorf;2
1. Lyngby Midt;E;Lokallisten Vores kommune - LTK;Listestemmer;10
1. Lyngby Midt;E;Lokallisten Vores kommune - LTK;Lars Bisgaard;15
