Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Vestamager;A;Socialdemokratiet;Listestemmer;303
1. Vestamager;A;Socialdemokratiet;Allan Andersen;652
1. Vestamager;A;Socialdemokratiet;Lars Hein;20
1. Vestamager;A;Socialdemokratiet;Einer Lyduch;11
1. Vestamager;A;Socialdemokratiet;Mads Vinterby;33
1. Vestamager;A;Socialdemokratiet;Klaus Bach;60
1. Vestamager;A;Socialdemokratiet;Vibeke Rasmussen;29
1. Vestamager;A;Socialdemokratiet;Annette Betak;10
1. Vestamager;A;Socialdemokratiet;Peter Damgaard;4
1. Vestamager;A;Socialdemokratiet;Simon Bauer;7
1. Vestamager;A;Socialdemokratiet;Heidi Berthelsen;7
1. Vestamager;A;Socialdemokratiet;Allan Ivan Kristensen;1
1. Vestamager;A;Socialdemokratiet;Jette Bjørnelund;6
1. Vestamager;A;Socialdemokratiet;Thomas Holbech;2
1. Vestamager;A;Socialdemokratiet;Peter Hoffmann Nielsen;8
1. Vestamager;A;Socialdemokratiet;Narine Pedersen;3
1. Vestamager;A;Socialdemokratiet;Leif Haak;14
1. Vestamager;A;Socialdemokratiet;Marianne Kold;5
1. Vestamager;A;Socialdemokratiet;Thomas Arentoft Hinsby;26
1. Vestamager;A;Socialdemokratiet;Georg Metzon;4
1. Vestamager;B;Radikale Venstre;Listestemmer;37
1. Vestamager;B;Radikale Venstre;Ingelise Andersen;20
1. Vestamager;B;Radikale Venstre;Bjørn Bjerrehøj;10
1. Vestamager;B;Radikale Venstre;Thomas Simone Maare;16
1. Vestamager;B;Radikale Venstre;Sebastian Winslow;1
1. Vestamager;B;Radikale Venstre;Morten Jensen;3
1. Vestamager;B;Radikale Venstre;Nikolaj Kofod Rasmussen;3
1. Vestamager;C;Det Konservative Folkeparti;Listestemmer;155
1. Vestamager;C;Det Konservative Folkeparti;Carsten Fuhr;62
1. Vestamager;C;Det Konservative Folkeparti;Patrick Lehto;38
1. Vestamager;C;Det Konservative Folkeparti;Monika Karpinska Dollerup;40
1. Vestamager;C;Det Konservative Folkeparti;Peter Edward Aubert-Hentze;13
1. Vestamager;C;Det Konservative Folkeparti;Peter Holm;9
1. Vestamager;C;Det Konservative Folkeparti;Peder Langvad;22
1. Vestamager;C;Det Konservative Folkeparti;Kurt Wriedt;1
1. Vestamager;C;Det Konservative Folkeparti;Poul-Henning Gottorp;11
1. Vestamager;C;Det Konservative Folkeparti;Claus Skaalum Lyder;11
1. Vestamager;D;Nye Borgerlige;Listestemmer;61
1. Vestamager;D;Nye Borgerlige;Benny Bindslev;58
1. Vestamager;D;Nye Borgerlige;Erik Ebert;4
1. Vestamager;D;Nye Borgerlige;Alexander Kvist Hansen;21
1. Vestamager;D;Nye Borgerlige;Preben Bjønager Nielsen;9
1. Vestamager;F;SF - Socialistisk Folkeparti;Listestemmer;66
1. Vestamager;F;SF - Socialistisk Folkeparti;Winnie Sørensen;43
1. Vestamager;F;SF - Socialistisk Folkeparti;Jan Bakmand Nørgaard;36
1. Vestamager;F;SF - Socialistisk Folkeparti;Phillip Bergenhammer Østergaard;20
1. Vestamager;F;SF - Socialistisk Folkeparti;Mikkel Freiber;8
1. Vestamager;I;Liberal Alliance;Listestemmer;14
1. Vestamager;I;Liberal Alliance;Charlotte Nellemann, Kastrup;9
1. Vestamager;I;Liberal Alliance;Eddie Blix, Tårnby;4
1. Vestamager;O;Dansk Folkeparti;Listestemmer;62
1. Vestamager;O;Dansk Folkeparti;Paw Karslund;205
1. Vestamager;O;Dansk Folkeparti;Marlene Nyberg;24
1. Vestamager;O;Dansk Folkeparti;Brian Borglund Bruun;30
1. Vestamager;O;Dansk Folkeparti;Freja Karslund;11
1. Vestamager;O;Dansk Folkeparti;Ejvind Mehlsen;1
1. Vestamager;T;Tårnby Listen;Listestemmer;48
1. Vestamager;T;Tårnby Listen;Liv Gam;50
1. Vestamager;T;Tårnby Listen;Maria Cederstrøm Jensen;14
1. Vestamager;T;Tårnby Listen;Maja Christensen;4
1. Vestamager;T;Tårnby Listen;Thea Veidiksen;6
1. Vestamager;T;Tårnby Listen;Kim Soelberg;11
1. Vestamager;T;Tårnby Listen;Mette Søe;21
1. Vestamager;T;Tårnby Listen;Michael O. Jørgensen;2
1. Vestamager;T;Tårnby Listen;Stella Gissel;15
1. Vestamager;T;Tårnby Listen;Michael C. Maigaard;2
1. Vestamager;T;Tårnby Listen;Anne Lübcke Berthou;0
1. Vestamager;T;Tårnby Listen;Kim Fredsbo;1
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Listestemmer;132
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Dennis W. Clausen;69
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Mia Barklund;83
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Githa Westen;23
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Ali Qais;81
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Thomas Krag;8
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Sarah Crone;42
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Jens Graff;4
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Linda Pickersgill;5
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Stefan Cantagallo;2
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Per Sørensen;0
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Mie Krag;7
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Mette Byrdal;8
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Birger Thomsen;1
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Brian Ekstrøm;0
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Pernille Meinertz;6
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Carsten Jørgensen;7
1. Vestamager;V;Venstre, Danmarks Liberale Parti;Frants Nielsen;1
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;78
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Dorthe Hecht;17
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Simon Glaser Abramowitz;14
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Filip Breson;14
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Ole Juhl;21
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Jytte Rasmussen;2
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Jan Hendriksen;6
1. Vestamager;Ø;Enhedslisten - De Rød-Grønne;Faiza Karim;8
2. Pilegården;A;Socialdemokratiet;Listestemmer;399
2. Pilegården;A;Socialdemokratiet;Allan Andersen;647
2. Pilegården;A;Socialdemokratiet;Lars Hein;28
2. Pilegården;A;Socialdemokratiet;Einer Lyduch;12
2. Pilegården;A;Socialdemokratiet;Mads Vinterby;21
2. Pilegården;A;Socialdemokratiet;Klaus Bach;22
2. Pilegården;A;Socialdemokratiet;Vibeke Rasmussen;44
2. Pilegården;A;Socialdemokratiet;Annette Betak;15
2. Pilegården;A;Socialdemokratiet;Peter Damgaard;7
2. Pilegården;A;Socialdemokratiet;Simon Bauer;9
2. Pilegården;A;Socialdemokratiet;Heidi Berthelsen;19
2. Pilegården;A;Socialdemokratiet;Allan Ivan Kristensen;1
2. Pilegården;A;Socialdemokratiet;Jette Bjørnelund;4
2. Pilegården;A;Socialdemokratiet;Thomas Holbech;4
2. Pilegården;A;Socialdemokratiet;Peter Hoffmann Nielsen;21
2. Pilegården;A;Socialdemokratiet;Narine Pedersen;4
2. Pilegården;A;Socialdemokratiet;Leif Haak;5
2. Pilegården;A;Socialdemokratiet;Marianne Kold;20
2. Pilegården;A;Socialdemokratiet;Thomas Arentoft Hinsby;3
2. Pilegården;A;Socialdemokratiet;Georg Metzon;17
2. Pilegården;B;Radikale Venstre;Listestemmer;65
2. Pilegården;B;Radikale Venstre;Ingelise Andersen;45
2. Pilegården;B;Radikale Venstre;Bjørn Bjerrehøj;12
2. Pilegården;B;Radikale Venstre;Thomas Simone Maare;19
2. Pilegården;B;Radikale Venstre;Sebastian Winslow;3
2. Pilegården;B;Radikale Venstre;Morten Jensen;0
2. Pilegården;B;Radikale Venstre;Nikolaj Kofod Rasmussen;4
2. Pilegården;C;Det Konservative Folkeparti;Listestemmer;174
2. Pilegården;C;Det Konservative Folkeparti;Carsten Fuhr;98
2. Pilegården;C;Det Konservative Folkeparti;Patrick Lehto;64
2. Pilegården;C;Det Konservative Folkeparti;Monika Karpinska Dollerup;59
2. Pilegården;C;Det Konservative Folkeparti;Peter Edward Aubert-Hentze;7
2. Pilegården;C;Det Konservative Folkeparti;Peter Holm;5
2. Pilegården;C;Det Konservative Folkeparti;Peder Langvad;7
2. Pilegården;C;Det Konservative Folkeparti;Kurt Wriedt;4
2. Pilegården;C;Det Konservative Folkeparti;Poul-Henning Gottorp;9
2. Pilegården;C;Det Konservative Folkeparti;Claus Skaalum Lyder;6
2. Pilegården;D;Nye Borgerlige;Listestemmer;72
2. Pilegården;D;Nye Borgerlige;Benny Bindslev;49
2. Pilegården;D;Nye Borgerlige;Erik Ebert;2
2. Pilegården;D;Nye Borgerlige;Alexander Kvist Hansen;14
2. Pilegården;D;Nye Borgerlige;Preben Bjønager Nielsen;10
2. Pilegården;F;SF - Socialistisk Folkeparti;Listestemmer;55
2. Pilegården;F;SF - Socialistisk Folkeparti;Winnie Sørensen;75
2. Pilegården;F;SF - Socialistisk Folkeparti;Jan Bakmand Nørgaard;45
2. Pilegården;F;SF - Socialistisk Folkeparti;Phillip Bergenhammer Østergaard;7
2. Pilegården;F;SF - Socialistisk Folkeparti;Mikkel Freiber;6
2. Pilegården;I;Liberal Alliance;Listestemmer;10
2. Pilegården;I;Liberal Alliance;Charlotte Nellemann, Kastrup;20
2. Pilegården;I;Liberal Alliance;Eddie Blix, Tårnby;6
2. Pilegården;O;Dansk Folkeparti;Listestemmer;57
2. Pilegården;O;Dansk Folkeparti;Paw Karslund;121
2. Pilegården;O;Dansk Folkeparti;Marlene Nyberg;32
2. Pilegården;O;Dansk Folkeparti;Brian Borglund Bruun;8
2. Pilegården;O;Dansk Folkeparti;Freja Karslund;2
2. Pilegården;O;Dansk Folkeparti;Ejvind Mehlsen;5
2. Pilegården;T;Tårnby Listen;Listestemmer;61
2. Pilegården;T;Tårnby Listen;Liv Gam;64
2. Pilegården;T;Tårnby Listen;Maria Cederstrøm Jensen;17
2. Pilegården;T;Tårnby Listen;Maja Christensen;10
2. Pilegården;T;Tårnby Listen;Thea Veidiksen;9
2. Pilegården;T;Tårnby Listen;Kim Soelberg;6
2. Pilegården;T;Tårnby Listen;Mette Søe;31
2. Pilegården;T;Tårnby Listen;Michael O. Jørgensen;2
2. Pilegården;T;Tårnby Listen;Stella Gissel;11
2. Pilegården;T;Tårnby Listen;Michael C. Maigaard;1
2. Pilegården;T;Tårnby Listen;Anne Lübcke Berthou;2
2. Pilegården;T;Tårnby Listen;Kim Fredsbo;2
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Listestemmer;152
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Dennis W. Clausen;71
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Mia Barklund;142
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Githa Westen;43
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Ali Qais;193
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Thomas Krag;15
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Sarah Crone;68
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Jens Graff;22
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Linda Pickersgill;6
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Stefan Cantagallo;5
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Per Sørensen;1
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Mie Krag;13
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Mette Byrdal;1
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Birger Thomsen;0
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Brian Ekstrøm;2
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Pernille Meinertz;20
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Carsten Jørgensen;6
2. Pilegården;V;Venstre, Danmarks Liberale Parti;Frants Nielsen;14
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;152
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Dorthe Hecht;27
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Simon Glaser Abramowitz;23
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Filip Breson;44
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Ole Juhl;29
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Jytte Rasmussen;4
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Jan Hendriksen;13
2. Pilegården;Ø;Enhedslisten - De Rød-Grønne;Faiza Karim;14
3. Tårnby;A;Socialdemokratiet;Listestemmer;371
3. Tårnby;A;Socialdemokratiet;Allan Andersen;681
3. Tårnby;A;Socialdemokratiet;Lars Hein;37
3. Tårnby;A;Socialdemokratiet;Einer Lyduch;21
3. Tårnby;A;Socialdemokratiet;Mads Vinterby;25
3. Tårnby;A;Socialdemokratiet;Klaus Bach;13
3. Tårnby;A;Socialdemokratiet;Vibeke Rasmussen;32
3. Tårnby;A;Socialdemokratiet;Annette Betak;32
3. Tårnby;A;Socialdemokratiet;Peter Damgaard;23
3. Tårnby;A;Socialdemokratiet;Simon Bauer;5
3. Tårnby;A;Socialdemokratiet;Heidi Berthelsen;13
3. Tårnby;A;Socialdemokratiet;Allan Ivan Kristensen;3
3. Tårnby;A;Socialdemokratiet;Jette Bjørnelund;7
3. Tårnby;A;Socialdemokratiet;Thomas Holbech;2
3. Tårnby;A;Socialdemokratiet;Peter Hoffmann Nielsen;13
3. Tårnby;A;Socialdemokratiet;Narine Pedersen;6
3. Tårnby;A;Socialdemokratiet;Leif Haak;7
3. Tårnby;A;Socialdemokratiet;Marianne Kold;12
3. Tårnby;A;Socialdemokratiet;Thomas Arentoft Hinsby;1
3. Tårnby;A;Socialdemokratiet;Georg Metzon;3
3. Tårnby;B;Radikale Venstre;Listestemmer;39
3. Tårnby;B;Radikale Venstre;Ingelise Andersen;42
3. Tårnby;B;Radikale Venstre;Bjørn Bjerrehøj;26
3. Tårnby;B;Radikale Venstre;Thomas Simone Maare;18
3. Tårnby;B;Radikale Venstre;Sebastian Winslow;4
3. Tårnby;B;Radikale Venstre;Morten Jensen;2
3. Tårnby;B;Radikale Venstre;Nikolaj Kofod Rasmussen;1
3. Tårnby;C;Det Konservative Folkeparti;Listestemmer;114
3. Tårnby;C;Det Konservative Folkeparti;Carsten Fuhr;65
3. Tårnby;C;Det Konservative Folkeparti;Patrick Lehto;26
3. Tårnby;C;Det Konservative Folkeparti;Monika Karpinska Dollerup;30
3. Tårnby;C;Det Konservative Folkeparti;Peter Edward Aubert-Hentze;3
3. Tårnby;C;Det Konservative Folkeparti;Peter Holm;3
3. Tårnby;C;Det Konservative Folkeparti;Peder Langvad;2
3. Tårnby;C;Det Konservative Folkeparti;Kurt Wriedt;6
3. Tårnby;C;Det Konservative Folkeparti;Poul-Henning Gottorp;1
3. Tårnby;C;Det Konservative Folkeparti;Claus Skaalum Lyder;7
3. Tårnby;D;Nye Borgerlige;Listestemmer;64
3. Tårnby;D;Nye Borgerlige;Benny Bindslev;43
3. Tårnby;D;Nye Borgerlige;Erik Ebert;1
3. Tårnby;D;Nye Borgerlige;Alexander Kvist Hansen;15
3. Tårnby;D;Nye Borgerlige;Preben Bjønager Nielsen;8
3. Tårnby;F;SF - Socialistisk Folkeparti;Listestemmer;75
3. Tårnby;F;SF - Socialistisk Folkeparti;Winnie Sørensen;59
3. Tårnby;F;SF - Socialistisk Folkeparti;Jan Bakmand Nørgaard;17
3. Tårnby;F;SF - Socialistisk Folkeparti;Phillip Bergenhammer Østergaard;5
3. Tårnby;F;SF - Socialistisk Folkeparti;Mikkel Freiber;7
3. Tårnby;I;Liberal Alliance;Listestemmer;10
3. Tårnby;I;Liberal Alliance;Charlotte Nellemann, Kastrup;7
3. Tårnby;I;Liberal Alliance;Eddie Blix, Tårnby;2
3. Tårnby;O;Dansk Folkeparti;Listestemmer;69
3. Tårnby;O;Dansk Folkeparti;Paw Karslund;125
3. Tårnby;O;Dansk Folkeparti;Marlene Nyberg;31
3. Tårnby;O;Dansk Folkeparti;Brian Borglund Bruun;19
3. Tårnby;O;Dansk Folkeparti;Freja Karslund;3
3. Tårnby;O;Dansk Folkeparti;Ejvind Mehlsen;2
3. Tårnby;T;Tårnby Listen;Listestemmer;66
3. Tårnby;T;Tårnby Listen;Liv Gam;62
3. Tårnby;T;Tårnby Listen;Maria Cederstrøm Jensen;18
3. Tårnby;T;Tårnby Listen;Maja Christensen;6
3. Tårnby;T;Tårnby Listen;Thea Veidiksen;9
3. Tårnby;T;Tårnby Listen;Kim Soelberg;2
3. Tårnby;T;Tårnby Listen;Mette Søe;26
3. Tårnby;T;Tårnby Listen;Michael O. Jørgensen;3
3. Tårnby;T;Tårnby Listen;Stella Gissel;18
3. Tårnby;T;Tårnby Listen;Michael C. Maigaard;1
3. Tårnby;T;Tårnby Listen;Anne Lübcke Berthou;1
3. Tårnby;T;Tårnby Listen;Kim Fredsbo;3
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Listestemmer;97
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Dennis W. Clausen;59
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Mia Barklund;45
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Githa Westen;4
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Ali Qais;116
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Thomas Krag;7
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Sarah Crone;21
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Jens Graff;6
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Linda Pickersgill;2
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Stefan Cantagallo;3
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Per Sørensen;0
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Mie Krag;8
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Mette Byrdal;1
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Birger Thomsen;1
3. Tårnby;V;Venstre, Danmarks Liberale Parti;Brian Ekstrøm;1
