Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Brøndbyvester Skole;A;Socialdemokratiet;Listestemmer;267
1. Brøndbyvester Skole;A;Socialdemokratiet;Kent Max Magelund;340
1. Brøndbyvester Skole;A;Socialdemokratiet;Maja Højgaard;109
1. Brøndbyvester Skole;A;Socialdemokratiet;Finn Andersen;63
1. Brøndbyvester Skole;A;Socialdemokratiet;Anette Pilmark;46
1. Brøndbyvester Skole;A;Socialdemokratiet;Arno Hurup Christiansen;8
1. Brøndbyvester Skole;A;Socialdemokratiet;Franz Hansen;52
1. Brøndbyvester Skole;A;Socialdemokratiet;Per Jensen;19
1. Brøndbyvester Skole;A;Socialdemokratiet;Pia Kofoed;10
1. Brøndbyvester Skole;A;Socialdemokratiet;Hajg Zanazanian;37
1. Brøndbyvester Skole;A;Socialdemokratiet;Michael Buch-Barnes;17
1. Brøndbyvester Skole;A;Socialdemokratiet;Jesper Stegler;34
1. Brøndbyvester Skole;A;Socialdemokratiet;Henning Elmelund;17
1. Brøndbyvester Skole;A;Socialdemokratiet;Henrik Hollender;6
1. Brøndbyvester Skole;A;Socialdemokratiet;Harun Muharemovic;9
1. Brøndbyvester Skole;A;Socialdemokratiet;Susanne Hulkvist;9
1. Brøndbyvester Skole;A;Socialdemokratiet;Tammes Jungløw Christensen;10
1. Brøndbyvester Skole;A;Socialdemokratiet;Syed Aejaz Haider Bukhari;18
1. Brøndbyvester Skole;A;Socialdemokratiet;Mahmut Erdem;6
1. Brøndbyvester Skole;A;Socialdemokratiet;Torben Nymand;3
1. Brøndbyvester Skole;A;Socialdemokratiet;Cafer Koyuncu;2
1. Brøndbyvester Skole;B;Radikale Venstre;Listestemmer;27
1. Brøndbyvester Skole;B;Radikale Venstre;Elif Demir Gökce;44
1. Brøndbyvester Skole;B;Radikale Venstre;Said Mo El Idrissi;6
1. Brøndbyvester Skole;B;Radikale Venstre;Flemming Eriksen;5
1. Brøndbyvester Skole;B;Radikale Venstre;Tim Kjær;10
1. Brøndbyvester Skole;C;Det Konservative Folkeparti;Listestemmer;136
1. Brøndbyvester Skole;C;Det Konservative Folkeparti;Michael R. Rugaard, Brøndbyøster;81
1. Brøndbyvester Skole;C;Det Konservative Folkeparti;Lene Skallebæk, Brøndby Strand;21
1. Brøndbyvester Skole;C;Det Konservative Folkeparti;Ole Lønborg, Brøndby Strand;12
1. Brøndbyvester Skole;C;Det Konservative Folkeparti;Henrik Jacobsen, Brøndbyøster;10
1. Brøndbyvester Skole;D;Nye Borgerlige;Listestemmer;75
1. Brøndbyvester Skole;D;Nye Borgerlige;Allan Orland;53
1. Brøndbyvester Skole;D;Nye Borgerlige;Steen Bay;5
1. Brøndbyvester Skole;D;Nye Borgerlige;Tina Beuchert;9
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Listestemmer;58
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Vagn Kjær-Hansen;42
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Annette Reckendorph;44
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Alexander Bruhn Skjøth;2
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Maia Bruhn Skjøth;15
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Henrik Puukka-Sørensen;6
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Brian Nielsen;2
1. Brøndbyvester Skole;F;SF - Socialistisk Folkeparti;Jette Jul Jensen;1
1. Brøndbyvester Skole;I;Liberal Alliance;Listestemmer;9
1. Brøndbyvester Skole;I;Liberal Alliance;Özkan Ekiz;17
1. Brøndbyvester Skole;I;Liberal Alliance;Carsten Zacho;15
1. Brøndbyvester Skole;O;Dansk Folkeparti;Listestemmer;75
1. Brøndbyvester Skole;O;Dansk Folkeparti;Tom Bech Fredriksen;43
1. Brøndbyvester Skole;O;Dansk Folkeparti;Poul Gaardbo;30
1. Brøndbyvester Skole;O;Dansk Folkeparti;Susanne Hansen;13
1. Brøndbyvester Skole;O;Dansk Folkeparti;Henrik Bach;8
1. Brøndbyvester Skole;O;Dansk Folkeparti;Ole Valsgaard Hansen;4
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Listestemmer;102
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Jan Lundquist;58
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Kurt Damsted;15
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Martin Grønkjær;8
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Carsten Heldam;2
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Sara Nørrevang;10
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Annie Hassenkam;8
1. Brøndbyvester Skole;V;Venstre, Danmarks Liberale Parti;Jørgen Bonne;17
1. Brøndbyvester Skole;Æ;Frihedslisten;Listestemmer;5
1. Brøndbyvester Skole;Æ;Frihedslisten;Oliver Mysander, Brøndby;4
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;55
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Fatih Baran;21
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Astrid Høgsbjerg Rasmussen;40
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Dennis Baggers Laursen;6
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Viggo Halling;0
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Nina Thamsen;4
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Anne Frederiksen;8
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Signe Heering;7
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Karen Fedders Prag;2
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Mona Fedders Prag;13
1. Brøndbyvester Skole;Ø;Enhedslisten - De Rød-Grønne;Steen Andersen;0
2. Tjørnehøjhallen;A;Socialdemokratiet;Listestemmer;252
2. Tjørnehøjhallen;A;Socialdemokratiet;Kent Max Magelund;393
2. Tjørnehøjhallen;A;Socialdemokratiet;Maja Højgaard;88
2. Tjørnehøjhallen;A;Socialdemokratiet;Finn Andersen;67
2. Tjørnehøjhallen;A;Socialdemokratiet;Anette Pilmark;53
2. Tjørnehøjhallen;A;Socialdemokratiet;Arno Hurup Christiansen;10
2. Tjørnehøjhallen;A;Socialdemokratiet;Franz Hansen;28
2. Tjørnehøjhallen;A;Socialdemokratiet;Per Jensen;31
2. Tjørnehøjhallen;A;Socialdemokratiet;Pia Kofoed;15
2. Tjørnehøjhallen;A;Socialdemokratiet;Hajg Zanazanian;17
2. Tjørnehøjhallen;A;Socialdemokratiet;Michael Buch-Barnes;23
2. Tjørnehøjhallen;A;Socialdemokratiet;Jesper Stegler;16
2. Tjørnehøjhallen;A;Socialdemokratiet;Henning Elmelund;19
2. Tjørnehøjhallen;A;Socialdemokratiet;Henrik Hollender;8
2. Tjørnehøjhallen;A;Socialdemokratiet;Harun Muharemovic;6
2. Tjørnehøjhallen;A;Socialdemokratiet;Susanne Hulkvist;13
2. Tjørnehøjhallen;A;Socialdemokratiet;Tammes Jungløw Christensen;3
2. Tjørnehøjhallen;A;Socialdemokratiet;Syed Aejaz Haider Bukhari;17
2. Tjørnehøjhallen;A;Socialdemokratiet;Mahmut Erdem;1
2. Tjørnehøjhallen;A;Socialdemokratiet;Torben Nymand;1
2. Tjørnehøjhallen;A;Socialdemokratiet;Cafer Koyuncu;0
2. Tjørnehøjhallen;B;Radikale Venstre;Listestemmer;13
2. Tjørnehøjhallen;B;Radikale Venstre;Elif Demir Gökce;18
2. Tjørnehøjhallen;B;Radikale Venstre;Said Mo El Idrissi;2
2. Tjørnehøjhallen;B;Radikale Venstre;Flemming Eriksen;2
2. Tjørnehøjhallen;B;Radikale Venstre;Tim Kjær;4
2. Tjørnehøjhallen;C;Det Konservative Folkeparti;Listestemmer;75
2. Tjørnehøjhallen;C;Det Konservative Folkeparti;Michael R. Rugaard, Brøndbyøster;32
2. Tjørnehøjhallen;C;Det Konservative Folkeparti;Lene Skallebæk, Brøndby Strand;16
2. Tjørnehøjhallen;C;Det Konservative Folkeparti;Ole Lønborg, Brøndby Strand;9
2. Tjørnehøjhallen;C;Det Konservative Folkeparti;Henrik Jacobsen, Brøndbyøster;4
2. Tjørnehøjhallen;D;Nye Borgerlige;Listestemmer;59
2. Tjørnehøjhallen;D;Nye Borgerlige;Allan Orland;37
2. Tjørnehøjhallen;D;Nye Borgerlige;Steen Bay;8
2. Tjørnehøjhallen;D;Nye Borgerlige;Tina Beuchert;9
2. Tjørnehøjhallen;F;SF - Socialistisk Folkeparti;Listestemmer;59
2. Tjørnehøjhallen;F;SF - Socialistisk Folkeparti;Vagn Kjær-Hansen;37
2. Tjørnehøjhallen;F;SF - Socialistisk Folkeparti;Annette Reckendorph;26
2. Tjørnehøjhallen;F;SF - Socialistisk Folkeparti;Alexander Bruhn Skjøth;6
