Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Thisted By;A;Socialdemokratiet;Listestemmer;245
1. Thisted By;A;Socialdemokratiet;Ulla Alma Vestergaard Jensen;1011
1. Thisted By;A;Socialdemokratiet;Peter Uno Harthin Andersen;122
1. Thisted By;A;Socialdemokratiet;Preben Bust Dahlgaard;39
1. Thisted By;A;Socialdemokratiet;Preben Toft Holler;10
1. Thisted By;A;Socialdemokratiet;Henning Holm;5
1. Thisted By;A;Socialdemokratiet;Mette Kjærulff;285
1. Thisted By;A;Socialdemokratiet;Poul Henrik Kusk Kristensen;32
1. Thisted By;A;Socialdemokratiet;Poul Erik Støvelbæk Mark;2
1. Thisted By;A;Socialdemokratiet;Jan Fink Mejlgaard;93
1. Thisted By;A;Socialdemokratiet;Peter Skriver Nielsen;25
1. Thisted By;A;Socialdemokratiet;Claus Nybo;9
1. Thisted By;A;Socialdemokratiet;Ida Pedersen;242
1. Thisted By;A;Socialdemokratiet;Jane Kær Rishøj;19
1. Thisted By;B;Radikale Venstre;Listestemmer;18
1. Thisted By;B;Radikale Venstre;Annika Frøkjær Kanstrup;75
1. Thisted By;B;Radikale Venstre;Steen Asgeir Petersen;3
1. Thisted By;C;Det Konservative Folkeparti;Listestemmer;102
1. Thisted By;C;Det Konservative Folkeparti;Jens Kristian Yde;193
1. Thisted By;C;Det Konservative Folkeparti;Markus Munk Jensen;37
1. Thisted By;C;Det Konservative Folkeparti;Alex Piet Klein;78
1. Thisted By;C;Det Konservative Folkeparti;Brian Højer Nordstrøm;4
1. Thisted By;C;Det Konservative Folkeparti;John Christensen;1
1. Thisted By;C;Det Konservative Folkeparti;Jørgen Munk Andersen;13
1. Thisted By;C;Det Konservative Folkeparti;Karsten Molander;9
1. Thisted By;C;Det Konservative Folkeparti;Lene Brix Kjelgaard Jensen;200
1. Thisted By;C;Det Konservative Folkeparti;Mads Steensgaard;2
1. Thisted By;C;Det Konservative Folkeparti;Mona Hundebøll;16
1. Thisted By;C;Det Konservative Folkeparti;Per Buchbjerg Skovmose;21
1. Thisted By;C;Det Konservative Folkeparti;Niels-Peter Gisselbæk Sørensen;22
1. Thisted By;C;Det Konservative Folkeparti;Torben Kirk Overgaard Nielsen;148
1. Thisted By;C;Det Konservative Folkeparti;Viggo Iversen;29
1. Thisted By;D;Nye Borgerlige;Listestemmer;55
1. Thisted By;D;Nye Borgerlige;Brian Nielsen;48
1. Thisted By;D;Nye Borgerlige;Daniel Fledelius Madsen;24
1. Thisted By;D;Nye Borgerlige;Gert Tidemann;6
1. Thisted By;D;Nye Borgerlige;Søren Rokkjær;27
1. Thisted By;D;Nye Borgerlige;Bjarne Andersen;2
1. Thisted By;F;SF - Socialistisk Folkeparti;Listestemmer;50
1. Thisted By;F;SF - Socialistisk Folkeparti;Morten Bo Bertelsen;96
1. Thisted By;F;SF - Socialistisk Folkeparti;Thorkild Boye Olesen;16
1. Thisted By;F;SF - Socialistisk Folkeparti;Erik Hebeltoft Pedersen Holm;14
1. Thisted By;F;SF - Socialistisk Folkeparti;Ketty Lone Olsen;6
1. Thisted By;F;SF - Socialistisk Folkeparti;Anders Koch Eisum;1
1. Thisted By;F;SF - Socialistisk Folkeparti;Anette Cadovius Rasmussen;0
1. Thisted By;F;SF - Socialistisk Folkeparti;Catherine Lønholdt;9
1. Thisted By;I;Liberal Alliance;Listestemmer;14
1. Thisted By;I;Liberal Alliance;Mads Ingeman Birkegaard K Vester;49
1. Thisted By;I;Liberal Alliance;Gitte Søe-Larsen;11
