Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Holbæk Øst;A;Socialdemokratiet;Listestemmer;229
1. Holbæk Øst;A;Socialdemokratiet;Christina Krzyrosiak Hansen,Holbæk;2902
1. Holbæk Øst;A;Socialdemokratiet;Christina Hvass Hansen, Regstrup;12
1. Holbæk Øst;A;Socialdemokratiet;Ole Brockdorff, Holbæk;15
1. Holbæk Øst;A;Socialdemokratiet;Signe Nina Egholm, Holbæk;23
1. Holbæk Øst;A;Socialdemokratiet;Derya Tamer, Holbæk;146
1. Holbæk Øst;A;Socialdemokratiet;Charlotte Nielsen,Holbæk;31
1. Holbæk Øst;A;Socialdemokratiet;Ole Hansen, Tølløse;8
1. Holbæk Øst;A;Socialdemokratiet;Mogens Justesen, Jyderup;4
1. Holbæk Øst;A;Socialdemokratiet;Lars Qvist, Svinninge;9
1. Holbæk Øst;A;Socialdemokratiet;Susanne Utoft, Svinninge;5
1. Holbæk Øst;A;Socialdemokratiet;Jens Kristiansen, Tuse;11
1. Holbæk Øst;A;Socialdemokratiet;Kim Lind Larsen, Holbæk;18
1. Holbæk Øst;A;Socialdemokratiet;Jarl Falk Sabroe, Tuse;29
1. Holbæk Øst;A;Socialdemokratiet;Kristian Sandgaard Timmermann, Kun;2
1. Holbæk Øst;A;Socialdemokratiet;Henrik Mosbæk, Holbæk;15
1. Holbæk Øst;A;Socialdemokratiet;Eva Anker Lund, Holbæk;12
1. Holbæk Øst;A;Socialdemokratiet;Lars Thaarbøl, Holbæk;35
1. Holbæk Øst;A;Socialdemokratiet;Karina Lyneborg, Tølløse;5
1. Holbæk Øst;A;Socialdemokratiet;Kanga Kandasamy, Vipperød;13
1. Holbæk Øst;A;Socialdemokratiet;Frederik Larsson, Ugerløse;3
1. Holbæk Øst;A;Socialdemokratiet;Tom Burgaard Madsen, Holbæk;29
1. Holbæk Øst;A;Socialdemokratiet;Mads Lisby, Tuse;5
1. Holbæk Øst;A;Socialdemokratiet;Sif Thomsen, Holbæk;32
1. Holbæk Øst;A;Socialdemokratiet;Stine Ravn Nielsen, Gislinge;0
1. Holbæk Øst;B;Radikale Venstre;Listestemmer;45
1. Holbæk Øst;B;Radikale Venstre;Emrah Tuncer, Holbæk;256
1. Holbæk Øst;B;Radikale Venstre;Solvej Pedersen, St. Merløse;10
1. Holbæk Øst;B;Radikale Venstre;Casper Larsen, Skamstrup;5
1. Holbæk Øst;B;Radikale Venstre;Felix Dalker, Holbæk;61
1. Holbæk Øst;B;Radikale Venstre;Jens Klokhøj,Holbæk;40
1. Holbæk Øst;B;Radikale Venstre;Jasper Viltoft, Holbæk;66
1. Holbæk Øst;B;Radikale Venstre;Lisbeth Hanghøj Kristensen, Tuse;16
