Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Bredebro;A;Socialdemokratiet;Listestemmer;26
1. Bredebro;A;Socialdemokratiet;Barbara Krarup Hansen;14
1. Bredebro;A;Socialdemokratiet;Palle Graversgaard;16
1. Bredebro;A;Socialdemokratiet;Harald Christensen;0
1. Bredebro;A;Socialdemokratiet;Henning Gad;1
1. Bredebro;A;Socialdemokratiet;Kim Printz Ringbæk;1
1. Bredebro;A;Socialdemokratiet;Flemming A. Gjelstrup;211
1. Bredebro;A;Socialdemokratiet;Torben Struck;2
1. Bredebro;A;Socialdemokratiet;Alina Racila;5
1. Bredebro;A;Socialdemokratiet;Marianne Prasse;1
1. Bredebro;A;Socialdemokratiet;Jens Nissen;2
1. Bredebro;A;Socialdemokratiet;Susanne Sørensen;1
1. Bredebro;A;Socialdemokratiet;Kim Hauborg;2
1. Bredebro;A;Socialdemokratiet;Jan Salskov;1
1. Bredebro;C;Det Konservative Folkeparti;Listestemmer;8
1. Bredebro;C;Det Konservative Folkeparti;Anette Abildgaard Larsen, Tønder;8
1. Bredebro;C;Det Konservative Folkeparti;Vicky Linnet Rahbek Andersen, Tønd;11
1. Bredebro;C;Det Konservative Folkeparti;Hans Schmidt, Tønder;6
1. Bredebro;C;Det Konservative Folkeparti;Harry Sørensen, Løgumkloster;0
1. Bredebro;C;Det Konservative Folkeparti;Sonja Miltersen, Tønder;0
1. Bredebro;C;Det Konservative Folkeparti;Robert R. Lauritzen, Skærbæk;1
1. Bredebro;C;Det Konservative Folkeparti;Helle Glass, Tønder;0
1. Bredebro;C;Det Konservative Folkeparti;Patrick Fischer, Løgumkloster;0
1. Bredebro;D;Nye Borgerlige;Listestemmer;9
1. Bredebro;D;Nye Borgerlige;Allan Svendsen;7
1. Bredebro;D;Nye Borgerlige;Jens Beck Madsen;0
1. Bredebro;D;Nye Borgerlige;Charlotte Gugolka;4
1. Bredebro;D;Nye Borgerlige;Christian Ahmling;2
1. Bredebro;D;Nye Borgerlige;Betina Pedersen;1
1. Bredebro;D;Nye Borgerlige;Christoffer Bønneland;0
1. Bredebro;D;Nye Borgerlige;Sabrina Heigren;1
1. Bredebro;D;Nye Borgerlige;Anne Marie Buch;1
1. Bredebro;F;SF - Socialistisk Folkeparti;Listestemmer;3
1. Bredebro;F;SF - Socialistisk Folkeparti;Bjarne Lund Henneberg;2
1. Bredebro;F;SF - Socialistisk Folkeparti;Milo Jacobsen Gaarde;3
1. Bredebro;F;SF - Socialistisk Folkeparti;Sidsel Lund Henneberg;4
1. Bredebro;F;SF - Socialistisk Folkeparti;Jonas Rødgaard Jægerlund;7
1. Bredebro;F;SF - Socialistisk Folkeparti;Emil Lund Henneberg;0
1. Bredebro;F;SF - Socialistisk Folkeparti;Peter Beiter Andresen;1
1. Bredebro;I;Liberal Alliance;Listestemmer;2
