Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Hyllinge-Lyndby;A;Socialdemokratiet;Listestemmer;144
1. Hyllinge-Lyndby;A;Socialdemokratiet;Carsten Rasmussen, Kirke Hyllinge;353
1. Hyllinge-Lyndby;A;Socialdemokratiet;Connie B. Jensen, Lejre;13
1. Hyllinge-Lyndby;A;Socialdemokratiet;Rikke Zwisler Grøndal, Hvalsø;21
1. Hyllinge-Lyndby;A;Socialdemokratiet;Burak Ulrik Ulucan, Osted;17
1. Hyllinge-Lyndby;A;Socialdemokratiet;Bente Blumensaat, Ejby;22
1. Hyllinge-Lyndby;A;Socialdemokratiet;Poul Ricard Christensen, Hvalsø;9
1. Hyllinge-Lyndby;A;Socialdemokratiet;Sine Gormsen, Lejre;16
1. Hyllinge-Lyndby;A;Socialdemokratiet;Martin Stokholm, Hvalsø;11
1. Hyllinge-Lyndby;A;Socialdemokratiet;Jette Jensen, Vester Såby;10
1. Hyllinge-Lyndby;A;Socialdemokratiet;Jørgen Schwensen, Hvalsø;3
1. Hyllinge-Lyndby;A;Socialdemokratiet;Inga Steffensen, Sæby;9
1. Hyllinge-Lyndby;B;Radikale Venstre;Listestemmer;22
1. Hyllinge-Lyndby;B;Radikale Venstre;Thomas Bisgaard, Osted;3
1. Hyllinge-Lyndby;B;Radikale Venstre;Rasmus Mackeprang, Særløse;7
1. Hyllinge-Lyndby;B;Radikale Venstre;Rie Haagen, Englerup;9
1. Hyllinge-Lyndby;B;Radikale Venstre;Ole Bjørn, Lejre;0
1. Hyllinge-Lyndby;B;Radikale Venstre;Asta Rasmussen, Ejby;11
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Listestemmer;64
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Grethe Saabye;115
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Bjørn Lykke Sørensen;14
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Birgitte Schytte;14
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Ida Dyhr;30
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Rune Nymann;3
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Jesper Fischer;1
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Henrik Svanholm;1
1. Hyllinge-Lyndby;C;Det Konservative Folkeparti;Bjarke Therkildsen;5
