Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Allested-Vejle;A;Socialdemokratiet;Listestemmer;82
1. Allested-Vejle;A;Socialdemokratiet;Hans Stavnsager, Faaborg;86
1. Allested-Vejle;A;Socialdemokratiet;Anstina Krogh, Håstrup;5
1. Allested-Vejle;A;Socialdemokratiet;Mette H. Frederiksen, Ringe;3
1. Allested-Vejle;A;Socialdemokratiet;Steffen Jensen, Sdr. Nærå;0
1. Allested-Vejle;A;Socialdemokratiet;Lars Nielsen, V. Åby;1
1. Allested-Vejle;A;Socialdemokratiet;Kim Aas, Ryslinge;11
1. Allested-Vejle;A;Socialdemokratiet;Anne Kyhn, Faaborg;2
1. Allested-Vejle;A;Socialdemokratiet;Sarah Primsø Bach, Nr. Lyndelse;5
1. Allested-Vejle;A;Socialdemokratiet;Jos Bisschop, Kværndrup;1
1. Allested-Vejle;A;Socialdemokratiet;Elna Johansen, Horne Land;0
1. Allested-Vejle;A;Socialdemokratiet;Tanja Kromann Clausen, Gislev;1
1. Allested-Vejle;A;Socialdemokratiet;Brian M. Bisgaard, Ferritslev;3
1. Allested-Vejle;A;Socialdemokratiet;Jørgen Bergmann, Faaborg;1
1. Allested-Vejle;A;Socialdemokratiet;René Brinch Petersen, Espe;2
1. Allested-Vejle;A;Socialdemokratiet;Søren Hoppe Junker, Faaborg;0
1. Allested-Vejle;A;Socialdemokratiet;Vini Bahl Hansen, Broby;25
1. Allested-Vejle;A;Socialdemokratiet;Maria Busborg, Ringe;2
1. Allested-Vejle;A;Socialdemokratiet;Palle Andersen, Dyreborg;0
1. Allested-Vejle;B;Radikale Venstre;Listestemmer;6
1. Allested-Vejle;B;Radikale Venstre;Søren Hansen, Horne;15
1. Allested-Vejle;B;Radikale Venstre;Anna Mette Skov Borring, Årslev;2
1. Allested-Vejle;B;Radikale Venstre;Markus Valentin Nielsen, Ringe;1
1. Allested-Vejle;B;Radikale Venstre;Jesper Buhl, Allested-Vejle;24
1. Allested-Vejle;B;Radikale Venstre;Anette Pihl Nielsen, Sdr. Nærå;2
1. Allested-Vejle;B;Radikale Venstre;Anja Kirstine Detlefsen, Nr. Søby;0
1. Allested-Vejle;B;Radikale Venstre;Mette Borup, Ryslinge;1
1. Allested-Vejle;B;Radikale Venstre;Leif Henningsen, V. Hæsinge;1
1. Allested-Vejle;B;Radikale Venstre;Ole Peder Hansen, Gislev;0
