Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Agersted;A;Socialdemokratiet;Listestemmer;24
1. Agersted;A;Socialdemokratiet;Bettina B. Kjeldsen, Brønderslev;24
1. Agersted;A;Socialdemokratiet;Arne M. Jensen, Brønderslev;0
1. Agersted;A;Socialdemokratiet;Eskild Sloth Andersen, Hjallerup;1
1. Agersted;A;Socialdemokratiet;Peter H. S. Kristensen, Stenum;0
1. Agersted;A;Socialdemokratiet;Benny Engelsted Karlsen, Dr.lund;3
1. Agersted;A;Socialdemokratiet;Hildo Rasmussen, Asaa;3
1. Agersted;A;Socialdemokratiet;Ole Jespersgaard, Ø. Brønderslev;1
1. Agersted;A;Socialdemokratiet;Ole Andersen, Asaa;1
1. Agersted;A;Socialdemokratiet;Emilly Pedersen, Brønderslev;0
1. Agersted;A;Socialdemokratiet;Christen Bager, Dronninglund;5
1. Agersted;A;Socialdemokratiet;Karen Strandfelt, Manna-Thise;0
1. Agersted;A;Socialdemokratiet;Lene Søndergaard, Klæstrup-Jerslev;0
1. Agersted;A;Socialdemokratiet;Johannes Trudslev, Manna-Thise;0
1. Agersted;A;Socialdemokratiet;Birger Thomsen, Dronninglund;3
1. Agersted;A;Socialdemokratiet;Mogens Stougaard Karlsen, Jerslev;0
1. Agersted;A;Socialdemokratiet;Mathias Pedersen, Brønderslev;0
1. Agersted;A;Socialdemokratiet;Jan Sonne-Schmidt, Klokkerholm;0
1. Agersted;A;Socialdemokratiet;Otto Bjerre, Hellum;0
1. Agersted;A;Socialdemokratiet;Lars Rueskov, Brønderslev;0
1. Agersted;A;Socialdemokratiet;A. Neil Jacobsen, Brønderslev;1
1. Agersted;A;Socialdemokratiet;Poul Erik Andreasen, Dronninglund;3
1. Agersted;A;Socialdemokratiet;Adnan Jedon, Brønderslev;0
1. Agersted;B;Radikale Venstre;Listestemmer;1
1. Agersted;B;Radikale Venstre;Janus Hove, Ø. Brønderslev;1
1. Agersted;B;Radikale Venstre;Dorthe Kerschus, Dronninglund;4
1. Agersted;B;Radikale Venstre;Per Nielsen, Brønderslev;0
1. Agersted;C;Det Konservative Folkeparti;Listestemmer;9
1. Agersted;C;Det Konservative Folkeparti;Peter Stecher, Brønderslev;3
1. Agersted;C;Det Konservative Folkeparti;Mikael Christensen, Hjallerup;0
1. Agersted;C;Det Konservative Folkeparti;Michael Peter Hansen, Brønderslev;0
1. Agersted;C;Det Konservative Folkeparti;Stinne Reng, Brønderslev;0
1. Agersted;C;Det Konservative Folkeparti;Janni Høybye, Jerslev;2
1. Agersted;C;Det Konservative Folkeparti;Ole Agger Hansen, Brønderslev;0
1. Agersted;C;Det Konservative Folkeparti;Thomas Greve Lund, Dronninglund;1
1. Agersted;C;Det Konservative Folkeparti;Jette Schiønning Aasholm,Br.slev;0
1. Agersted;C;Det Konservative Folkeparti;Jan Rønnov,Brønderslev;0
1. Agersted;C;Det Konservative Folkeparti;Jan F.Johansen, Hjallerup;0
1. Agersted;C;Det Konservative Folkeparti;Karsten Andreasen, Dronninglund;1
1. Agersted;C;Det Konservative Folkeparti;Torben Houge Nielsen, Brønderslev;0
1. Agersted;D;Nye Borgerlige;Listestemmer;8
