Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Ebeltoft;A;Socialdemokratiet;Listestemmer;339
1. Ebeltoft;A;Socialdemokratiet;Michael Stegger Jensen, Ryomgård;276
1. Ebeltoft;A;Socialdemokratiet;Christian Haubuf, Ebeltoft;105
1. Ebeltoft;A;Socialdemokratiet;Michael Aakjær, Hornslet;9
1. Ebeltoft;A;Socialdemokratiet;Anita Søholm, Mols;102
1. Ebeltoft;A;Socialdemokratiet;Ole S. Hansen, Mørke;13
1. Ebeltoft;A;Socialdemokratiet;Jan Fischer, Hornslet;5
1. Ebeltoft;A;Socialdemokratiet;Linda Brask, Ebeltoft;95
1. Ebeltoft;A;Socialdemokratiet;Lene Straarup, Mols;12
1. Ebeltoft;A;Socialdemokratiet;Sidse G. Vangsted, Pindstrup;14
1. Ebeltoft;A;Socialdemokratiet;Erling Mikkelsen, Rønde;5
1. Ebeltoft;A;Socialdemokratiet;Casper Grud Nielsen, Ugelbølle;7
1. Ebeltoft;A;Socialdemokratiet;Jan Bruno Jensen, Rønde;7
1. Ebeltoft;A;Socialdemokratiet;Verner Møller, Feldballe;2
1. Ebeltoft;A;Socialdemokratiet;Lars Breum, Ådalen;3
1. Ebeltoft;B;Radikale Venstre;Listestemmer;31
1. Ebeltoft;B;Radikale Venstre;Heine Skovbak Iversen, Ebeltoft;423
1. Ebeltoft;B;Radikale Venstre;Kari Baklund, Femmøller;50
1. Ebeltoft;B;Radikale Venstre;Bjarke Jensen, Ådalen;9
1. Ebeltoft;B;Radikale Venstre;Søren Høgsberg Handberg, Rønde;0
1. Ebeltoft;B;Radikale Venstre;Victoria Maddock, Ebeltoft;10
1. Ebeltoft;B;Radikale Venstre;Louise Bové Villadsen, Hornslet;2
1. Ebeltoft;C;Det Konservative Folkeparti;Listestemmer;133
1. Ebeltoft;C;Det Konservative Folkeparti;Tommy Bøgehøj, Ebeltoft;738
1. Ebeltoft;C;Det Konservative Folkeparti;Kasper Kolstrup Møller, Kolind;23
1. Ebeltoft;C;Det Konservative Folkeparti;Kirstine Kahr Kvorning, Grønfeld;42
1. Ebeltoft;C;Det Konservative Folkeparti;Jan Aude, Hornslet;3
1. Ebeltoft;C;Det Konservative Folkeparti;Kristian Damsgaard, Rønde;20
1. Ebeltoft;C;Det Konservative Folkeparti;Bjørn Jensen, Thorsager;8
1. Ebeltoft;C;Det Konservative Folkeparti;Kim Withen, Helgenæs;58
1. Ebeltoft;C;Det Konservative Folkeparti;Dorthe Le Fevre, Ebeltoft;80
1. Ebeltoft;C;Det Konservative Folkeparti;Diana Bang, Ryomgård;1
1. Ebeltoft;C;Det Konservative Folkeparti;Lone Myrwick, Ugelbølle;0
1. Ebeltoft;C;Det Konservative Folkeparti;Søren Maarslet, Ebeltoft;19
1. Ebeltoft;C;Det Konservative Folkeparti;Niels Aakjær Holst, Rønde;1
1. Ebeltoft;C;Det Konservative Folkeparti;Steen Myrwick, Ugelbølle;0
1. Ebeltoft;C;Det Konservative Folkeparti;Lars Bjørn, Ugelbølle;4
1. Ebeltoft;D;Nye Borgerlige;Listestemmer;70
1. Ebeltoft;D;Nye Borgerlige;Bent Schouw, Femmøller;62
1. Ebeltoft;D;Nye Borgerlige;Laila Sortland, Ryomgård;66
1. Ebeltoft;D;Nye Borgerlige;Jan Jensen, Ryomgård;5
1. Ebeltoft;D;Nye Borgerlige;Katalin Deme, Ryomgård;1
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Listestemmer;105
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Kirstine Bille, Balle;555
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Kim Lykke Jensen, Termestrup;24
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Morten Siig Henriksen, Hornslet;13
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Jens Rasmussen, Dråby;67
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Helle Røge, Ugelbølle;11
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Jakob Feldtfos Christensen, Ryomgå;4
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Kasper Nissen, Knebel;11
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Ingrid Boldsen, Kolind;7
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Kristian Herget, Ebeltoft;28
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Karin Alsgård Jensen, Tirstrup;5
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Elisabeth Rasmussen, Hyllested;1
1. Ebeltoft;F;SF - Socialistisk Folkeparti;Jørgen Ringgaard, Stabrand;1
1. Ebeltoft;O;Dansk Folkeparti;Listestemmer;57
1. Ebeltoft;O;Dansk Folkeparti;Grethe Møgelvang, Mørke;25
1. Ebeltoft;O;Dansk Folkeparti;Kathrine Birkedahl, Thorsager;10
1. Ebeltoft;O;Dansk Folkeparti;Peter Bachmann, Ebeltoft;25
1. Ebeltoft;O;Dansk Folkeparti;Gert Svendsen, Søby;0
1. Ebeltoft;O;Dansk Folkeparti;Ken Hansen, Ryomgård;0
1. Ebeltoft;O;Dansk Folkeparti;Edgar Wolff, Ebeltoft;9
1. Ebeltoft;V;Venstre, Danmarks Liberale Parti;Listestemmer;139
1. Ebeltoft;V;Venstre, Danmarks Liberale Parti;Claus Wistoft, Kolind;630
1. Ebeltoft;V;Venstre, Danmarks Liberale Parti;Jørgen Ivar Brus Mikkelsen, Ebelto;84
