Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Gram;A;Socialdemokratiet;Listestemmer;105
1. Gram;A;Socialdemokratiet;Henrik Rønnow;145
1. Gram;A;Socialdemokratiet;Julie Juhler;7
1. Gram;A;Socialdemokratiet;Lone E. Ravn;13
1. Gram;A;Socialdemokratiet;Finn Lykkeskov;3
1. Gram;A;Socialdemokratiet;Jens Christian Gjesing;22
1. Gram;A;Socialdemokratiet;Bent Vedsted Rønne;2
1. Gram;A;Socialdemokratiet;Marie Skødt;14
1. Gram;A;Socialdemokratiet;Bo Morthorst Rasmussen;2
1. Gram;A;Socialdemokratiet;Claus Dall;4
1. Gram;A;Socialdemokratiet;Kurt Schmidt Nielsen;7
1. Gram;A;Socialdemokratiet;Rune Robert Friis;2
1. Gram;A;Socialdemokratiet;Claus A. M. Byg;4
1. Gram;A;Socialdemokratiet;Bent K. Andersen;1
1. Gram;A;Socialdemokratiet;Karin Anker;7
1. Gram;A;Socialdemokratiet;Cecilie Haaland;10
1. Gram;A;Socialdemokratiet;Betina Lau;2
1. Gram;A;Socialdemokratiet;Kim Kabelka;0
1. Gram;A;Socialdemokratiet;Alex Bødiker;2
1. Gram;A;Socialdemokratiet;Maria Damgaard;2
1. Gram;A;Socialdemokratiet;Michael Mouritzen;1
1. Gram;A;Socialdemokratiet;Keld Pedersen;6
1. Gram;B;Radikale Venstre;Listestemmer;8
1. Gram;B;Radikale Venstre;Børge Koch;15
1. Gram;B;Radikale Venstre;Jon Skriver;4
1. Gram;B;Radikale Venstre;Alaa Shaker;1
1. Gram;B;Radikale Venstre;Marianne Johansen Møller;2
1. Gram;B;Radikale Venstre;Tom Knudsen;0
1. Gram;B;Radikale Venstre;Asbjørn Nielsen;0
1. Gram;B;Radikale Venstre;Kristina Heiden;4
1. Gram;B;Radikale Venstre;Luc Tan Le;1
1. Gram;B;Radikale Venstre;Søren Nielsen;1
1. Gram;C;Det Konservative Folkeparti;Listestemmer;32
1. Gram;C;Det Konservative Folkeparti;Kjeld Thrane, Haderslev;29
1. Gram;C;Det Konservative Folkeparti;Tina Rosenkilde, Vojens;10
1. Gram;C;Det Konservative Folkeparti;Martin K. Christiansen, Haderslev;6
1. Gram;C;Det Konservative Folkeparti;Jannie B. Westergaard,Over Kestrup;10
1. Gram;C;Det Konservative Folkeparti;Kim Soblis Koch, Haderslev;0
1. Gram;C;Det Konservative Folkeparti;Kristina W. Møller, Haderslev;1
1. Gram;C;Det Konservative Folkeparti;Jens Asmussen, Haderslev;2
1. Gram;D;Nye Borgerlige;Listestemmer;33
1. Gram;D;Nye Borgerlige;Benny Bonde, Haderslev;22
1. Gram;D;Nye Borgerlige;Thomas Vedsted, Gram;73
1. Gram;D;Nye Borgerlige;Poul M. Jensen, Haderslev;0
