Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Ans;A;Socialdemokratiet;Listestemmer;85
1. Ans;A;Socialdemokratiet;Helle Gade, Voel;125
1. Ans;A;Socialdemokratiet;Søren Kristensen, Silkeborg;12
1. Ans;A;Socialdemokratiet;Dorthe Jensen, Silkeborg;3
1. Ans;A;Socialdemokratiet;Rune Kristensen, Silkeborg;1
1. Ans;A;Socialdemokratiet;Jonas Sivertsen, Balle;3
1. Ans;A;Socialdemokratiet;Iben Ernst Bøttker, Gødvad;6
1. Ans;A;Socialdemokratiet;Bjørn Bajlum, Lemming;4
1. Ans;A;Socialdemokratiet;Lars Faarup, Silkeborg;2
1. Ans;A;Socialdemokratiet;Linda Lyngsøe, Kjellerup;9
1. Ans;A;Socialdemokratiet;Ivan Greve, Sorring;1
1. Ans;A;Socialdemokratiet;Kasper Haagen Jensen, Alderslyst;3
1. Ans;A;Socialdemokratiet;Svend Thue Damgaard, Kjellerup;12
1. Ans;A;Socialdemokratiet;Helle Præsius Busk, Sejs-Svejbæk;0
1. Ans;A;Socialdemokratiet;Kristian Stride, Silkeborg;2
1. Ans;A;Socialdemokratiet;Bent Vestergaard, Silkeborg;0
1. Ans;A;Socialdemokratiet;Erik Ahlmann Jensen, Alderslyst;0
1. Ans;A;Socialdemokratiet;Henrik Fjeldgaard, Silkeborg;2
1. Ans;A;Socialdemokratiet;Lars Bøegh Nielsen, Kjellerup;4
1. Ans;A;Socialdemokratiet;Anders Laursen, Ans;320
1. Ans;B;Radikale Venstre;Listestemmer;5
1. Ans;B;Radikale Venstre;Johan Brødsgaard, Lysbro;12
1. Ans;B;Radikale Venstre;Kim Egeskov, Them;1
1. Ans;B;Radikale Venstre;Marie Strunge Thorup, Silkeborg;3
1. Ans;B;Radikale Venstre;Morten Junget, Balle;1
1. Ans;B;Radikale Venstre;Per Knudsen, Silkeborg;0
1. Ans;B;Radikale Venstre;Luis da Silva Martins, Virklund;0
1. Ans;B;Radikale Venstre;Torben Lohse Friis, Gødvad;0
1. Ans;C;Det Konservative Folkeparti;Listestemmer;60
1. Ans;C;Det Konservative Folkeparti;Martin Jakobsen;24
1. Ans;C;Det Konservative Folkeparti;Gitte Willumsen;22
1. Ans;C;Det Konservative Folkeparti;Lars Hedegaard;32
1. Ans;C;Det Konservative Folkeparti;Malthe Borlund Bonde;1
1. Ans;C;Det Konservative Folkeparti;Morten Hæk;5
1. Ans;C;Det Konservative Folkeparti;Mathilde Jakobsen;3
1. Ans;C;Det Konservative Folkeparti;Morten Riis Skydsgaard;4
1. Ans;C;Det Konservative Folkeparti;Søren L. Mortensen;1
1. Ans;C;Det Konservative Folkeparti;Søren Svendsen;0
1. Ans;C;Det Konservative Folkeparti;Thomas Sørensen;2
1. Ans;C;Det Konservative Folkeparti;Karen Aagaard;4
1. Ans;C;Det Konservative Folkeparti;Peder Enggård;1
1. Ans;C;Det Konservative Folkeparti;Trine Roungkvist;1
1. Ans;D;Nye Borgerlige;Listestemmer;39
1. Ans;D;Nye Borgerlige;Jan Beck-Nielsen;25
1. Ans;D;Nye Borgerlige;Hans Rytter;1
1. Ans;D;Nye Borgerlige;Vivi Kjærgård;8
1. Ans;D;Nye Borgerlige;Søren Sørensen;3
1. Ans;D;Nye Borgerlige;Birgit Tyron;6
1. Ans;D;Nye Borgerlige;Nicolaj Villadsen;0
1. Ans;D;Nye Borgerlige;Tage Gejl;5
1. Ans;D;Nye Borgerlige;Poul Erik Rohde;0
1. Ans;D;Nye Borgerlige;Gitte Keller;0
1. Ans;E;Carsten Ørum Skytt;Listestemmer;0
1. Ans;E;Carsten Ørum Skytt;Carsten Ørum Skytt, Balle;0
1. Ans;F;SF - Socialistisk Folkeparti;Listestemmer;25
1. Ans;F;SF - Socialistisk Folkeparti;Hans Okholm, Silkeborg;4
1. Ans;F;SF - Socialistisk Folkeparti;Claus Løwe Klostergård, Sinding;4
1. Ans;F;SF - Socialistisk Folkeparti;Bente Refslund, Alderslyst;4
1. Ans;F;SF - Socialistisk Folkeparti;Kathrine Frøhlich, Silkeborg;3
1. Ans;F;SF - Socialistisk Folkeparti;Kathrine Riberholt Henriksen, Sl.;6
1. Ans;F;SF - Socialistisk Folkeparti;Rikke Boje, Gødvad;2
1. Ans;F;SF - Socialistisk Folkeparti;Naja-Kathrine Kallesøe, Kjellerup;7
1. Ans;F;SF - Socialistisk Folkeparti;Erik Markvad Jørgensen, Vinding;0
1. Ans;F;SF - Socialistisk Folkeparti;Jesper Petersen, Sjørslev;0
1. Ans;F;SF - Socialistisk Folkeparti;Lars Hansen, Kjellerup;21
1. Ans;F;SF - Socialistisk Folkeparti;Benedikte Dammeyer, Voel;2
1. Ans;F;SF - Socialistisk Folkeparti;Robert Thompson, Silkeborg;4
1. Ans;F;SF - Socialistisk Folkeparti;Hannah Elmstrøm Lauritsen, Balle;0
1. Ans;F;SF - Socialistisk Folkeparti;Knud Erik Nielsen, Lemming;1
1. Ans;I;Liberal Alliance;Listestemmer;4
1. Ans;I;Liberal Alliance;Ragnar-Gwyn Dixen;8
1. Ans;I;Liberal Alliance;Christian Boe Madsen;1
1. Ans;I;Liberal Alliance;Janus Thomasberg Sørensen;0
1. Ans;I;Liberal Alliance;Khoa Dang Nguyen;1
1. Ans;I;Liberal Alliance;Niels P. F. Sørensen;0
1. Ans;K;Kristendemokraterne;Listestemmer;8
1. Ans;K;Kristendemokraterne;Simon Skals, Gjern;47
1. Ans;K;Kristendemokraterne;Kristian Jensen, Voel;2
1. Ans;K;Kristendemokraterne;Gitte Jensen, Gjern;0
1. Ans;K;Kristendemokraterne;Malthe Broe, Kjellerup;0
1. Ans;K;Kristendemokraterne;Verner B. Andersen, Silkeborg;0
1. Ans;K;Kristendemokraterne;Søren Skovenborg, Ans;17
1. Ans;O;Dansk Folkeparti;Listestemmer;18
1. Ans;O;Dansk Folkeparti;Kuno F. Danielsen;25
1. Ans;O;Dansk Folkeparti;Connie W. Petersen;2
1. Ans;O;Dansk Folkeparti;Steen Søndergaard;3
1. Ans;O;Dansk Folkeparti;Frank Manza Petersen;0
1. Ans;O;Dansk Folkeparti;Klaus Læborg;6
1. Ans;O;Dansk Folkeparti;Torben R. Andersen;0
1. Ans;O;Dansk Folkeparti;Maja Revsgaard;2
1. Ans;V;Venstre, Danmarks Liberale Parti;Listestemmer;68
1. Ans;V;Venstre, Danmarks Liberale Parti;Steen Vindum, Vinderslev;109
1. Ans;V;Venstre, Danmarks Liberale Parti;Morten Høgh, Grauballe;41
1. Ans;V;Venstre, Danmarks Liberale Parti;Mads Frandsen, Balle;44
1. Ans;V;Venstre, Danmarks Liberale Parti;Susanne Jacobsen, Levring;399
1. Ans;V;Venstre, Danmarks Liberale Parti;Kristoffer Møller Jensen, Silkeb.;1
1. Ans;V;Venstre, Danmarks Liberale Parti;Kasper Thomassen, Gjessø;0
1. Ans;V;Venstre, Danmarks Liberale Parti;Helga Sandorf Jacobsen, Gjern;11
1. Ans;V;Venstre, Danmarks Liberale Parti;Thomas Tonsberg Schlie, Sejs-Svbk.;0
1. Ans;V;Venstre, Danmarks Liberale Parti;Poul Berggreen, Silkeborg;1
1. Ans;V;Venstre, Danmarks Liberale Parti;Ole Würtz, Balle;4
1. Ans;V;Venstre, Danmarks Liberale Parti;Peter Nyegaard Jensen, Silkeborg;0
1. Ans;V;Venstre, Danmarks Liberale Parti;Kern Oddershede, Thorning;3
1. Ans;V;Venstre, Danmarks Liberale Parti;Ole Krabbe, Them;0
1. Ans;V;Venstre, Danmarks Liberale Parti;Flemming Heiberg, Silkeborg;5
1. Ans;V;Venstre, Danmarks Liberale Parti;Mona Bindner, Hvinningdal;6
