Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Herstedøster Skole;A;Socialdemokratiet;Listestemmer;218
1. Herstedøster Skole;A;Socialdemokratiet;Steen Christiansen;159
1. Herstedøster Skole;A;Socialdemokratiet;Marianne Burchall;201
1. Herstedøster Skole;A;Socialdemokratiet;Paw Østergaard Jensen;39
1. Herstedøster Skole;A;Socialdemokratiet;Ulla Nielsen;15
1. Herstedøster Skole;A;Socialdemokratiet;Dogan Polat;12
1. Herstedøster Skole;A;Socialdemokratiet;Tina Christiansen;11
1. Herstedøster Skole;A;Socialdemokratiet;Mikkel Skovby;30
1. Herstedøster Skole;A;Socialdemokratiet;Nikolaj Kristian Carlsen;10
1. Herstedøster Skole;A;Socialdemokratiet;Lasse Wilson;38
1. Herstedøster Skole;A;Socialdemokratiet;Rukhsana Ali;8
1. Herstedøster Skole;A;Socialdemokratiet;Qasir Mirza;15
1. Herstedøster Skole;A;Socialdemokratiet;Emil Ottesen;17
1. Herstedøster Skole;A;Socialdemokratiet;Jane Nannberg;2
1. Herstedøster Skole;A;Socialdemokratiet;Julie Marie Larsen;13
1. Herstedøster Skole;A;Socialdemokratiet;Rashid Leegaard Kestey;3
1. Herstedøster Skole;A;Socialdemokratiet;Akhlaq Ahmad;13
1. Herstedøster Skole;A;Socialdemokratiet;Flemming Jørgensen;24
1. Herstedøster Skole;B;Radikale Venstre;Listestemmer;33
1. Herstedøster Skole;B;Radikale Venstre;Hediye Temiz;41
1. Herstedøster Skole;B;Radikale Venstre;Martin Rytter;22
1. Herstedøster Skole;B;Radikale Venstre;Morten Loof Andersen;3
1. Herstedøster Skole;B;Radikale Venstre;Zohair Ali;43
1. Herstedøster Skole;B;Radikale Venstre;Nicolai Kofod-Jensen;4
1. Herstedøster Skole;B;Radikale Venstre;Anders Pedersen;5
1. Herstedøster Skole;B;Radikale Venstre;Lene Dræbye;5
1. Herstedøster Skole;C;Det Konservative Folkeparti;Listestemmer;141
1. Herstedøster Skole;C;Det Konservative Folkeparti;Lars Gravgaard Hansen;258
1. Herstedøster Skole;C;Det Konservative Folkeparti;Nils Jul Gjerlev;67
1. Herstedøster Skole;C;Det Konservative Folkeparti;Tina Graugaard;32
1. Herstedøster Skole;C;Det Konservative Folkeparti;Billal Zahoor;10
1. Herstedøster Skole;C;Det Konservative Folkeparti;Kira Kruse Willmarst;5
1. Herstedøster Skole;C;Det Konservative Folkeparti;Kim Bonnesen;9
1. Herstedøster Skole;C;Det Konservative Folkeparti;Brian René Pedersen;5
1. Herstedøster Skole;C;Det Konservative Folkeparti;Andreas Sklander;8
1. Herstedøster Skole;C;Det Konservative Folkeparti;Henrik Hertz;17
1. Herstedøster Skole;D;Nye Borgerlige;Listestemmer;54
1. Herstedøster Skole;D;Nye Borgerlige;John Hagenstjerne;10
1. Herstedøster Skole;D;Nye Borgerlige;Flemming Sonnesen;7
1. Herstedøster Skole;D;Nye Borgerlige;Henning Andersen;3
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Listestemmer;114
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Vivi Nør Jacobsen;313
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Resul Kücükakin;17
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Birgit Hauer;37
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Tina Messaoudi;15
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Inge Dahn;14
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Michael Jonasen;12
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Mette Jacobsen;3
1. Herstedøster Skole;F;SF - Socialistisk Folkeparti;Søren Vinzent;7
1. Herstedøster Skole;G;Veganerpartiet;Listestemmer;4
1. Herstedøster Skole;G;Veganerpartiet;Adam Samy;12
1. Herstedøster Skole;I;Liberal Alliance;Listestemmer;4
1. Herstedøster Skole;I;Liberal Alliance;Michael Melchert;14
1. Herstedøster Skole;I;Liberal Alliance;Astrid Frøland;2
1. Herstedøster Skole;O;Dansk Folkeparti;Listestemmer;60
1. Herstedøster Skole;O;Dansk Folkeparti;Tina B. Nielsen;25
1. Herstedøster Skole;O;Dansk Folkeparti;Ole Larsen;6
1. Herstedøster Skole;O;Dansk Folkeparti;Winnie Duncan;5
1. Herstedøster Skole;O;Dansk Folkeparti;Flemming Ove Breuning;4
1. Herstedøster Skole;O;Dansk Folkeparti;John B. Nielsen;3
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Listestemmer;45
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Claus Rasmussen;35
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Sofie Amalie Blomsterberg;22
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Susanne Blomsterberg;4
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Henrik Berthou-Berthelsen;5
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Heidi Berthou-Berthelsen;2
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Rune Buhl Frederiksen;13
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Michael Adler-Platzer;2
1. Herstedøster Skole;V;Venstre, Danmarks Liberale Parti;Ulla Pawrup;2
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;172
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Helge Bo Jensen;62
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Bodil Garde;33
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Fedai Celim;8
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Marie Juhl;28
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Ebbe Rand Jørgensen;13
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Edibe Baran;7
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Stig Larsen;4
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Ulla Elsted Jensen;1
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Jeppe Milthers;7
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Kim Olesen;5
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Necdet Gökce;0
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Lars Bremer;1
1. Herstedøster Skole;Ø;Enhedslisten - De Rød-Grønne;Kurt Olsen;0
1. Herstedøster Skole;Å;Alternativet;Listestemmer;19
1. Herstedøster Skole;Å;Alternativet;Kenni Flink;62
2. Egelundskolen;A;Socialdemokratiet;Listestemmer;175
2. Egelundskolen;A;Socialdemokratiet;Steen Christiansen;159
2. Egelundskolen;A;Socialdemokratiet;Marianne Burchall;65
2. Egelundskolen;A;Socialdemokratiet;Paw Østergaard Jensen;59
2. Egelundskolen;A;Socialdemokratiet;Ulla Nielsen;21
2. Egelundskolen;A;Socialdemokratiet;Dogan Polat;79
2. Egelundskolen;A;Socialdemokratiet;Tina Christiansen;20
2. Egelundskolen;A;Socialdemokratiet;Mikkel Skovby;39
2. Egelundskolen;A;Socialdemokratiet;Nikolaj Kristian Carlsen;2
2. Egelundskolen;A;Socialdemokratiet;Lasse Wilson;40
2. Egelundskolen;A;Socialdemokratiet;Rukhsana Ali;8
2. Egelundskolen;A;Socialdemokratiet;Qasir Mirza;22
2. Egelundskolen;A;Socialdemokratiet;Emil Ottesen;13
2. Egelundskolen;A;Socialdemokratiet;Jane Nannberg;4
2. Egelundskolen;A;Socialdemokratiet;Julie Marie Larsen;11
2. Egelundskolen;A;Socialdemokratiet;Rashid Leegaard Kestey;1
2. Egelundskolen;A;Socialdemokratiet;Akhlaq Ahmad;42
2. Egelundskolen;A;Socialdemokratiet;Flemming Jørgensen;18
2. Egelundskolen;B;Radikale Venstre;Listestemmer;32
2. Egelundskolen;B;Radikale Venstre;Hediye Temiz;38
2. Egelundskolen;B;Radikale Venstre;Martin Rytter;10
2. Egelundskolen;B;Radikale Venstre;Morten Loof Andersen;1
2. Egelundskolen;B;Radikale Venstre;Zohair Ali;62
2. Egelundskolen;B;Radikale Venstre;Nicolai Kofod-Jensen;1
2. Egelundskolen;B;Radikale Venstre;Anders Pedersen;12
2. Egelundskolen;B;Radikale Venstre;Lene Dræbye;5
2. Egelundskolen;C;Det Konservative Folkeparti;Listestemmer;134
2. Egelundskolen;C;Det Konservative Folkeparti;Lars Gravgaard Hansen;83
2. Egelundskolen;C;Det Konservative Folkeparti;Nils Jul Gjerlev;233
2. Egelundskolen;C;Det Konservative Folkeparti;Tina Graugaard;29
2. Egelundskolen;C;Det Konservative Folkeparti;Billal Zahoor;11
2. Egelundskolen;C;Det Konservative Folkeparti;Kira Kruse Willmarst;3
2. Egelundskolen;C;Det Konservative Folkeparti;Kim Bonnesen;12
2. Egelundskolen;C;Det Konservative Folkeparti;Brian René Pedersen;9
2. Egelundskolen;C;Det Konservative Folkeparti;Andreas Sklander;10
2. Egelundskolen;C;Det Konservative Folkeparti;Henrik Hertz;5
2. Egelundskolen;D;Nye Borgerlige;Listestemmer;43
2. Egelundskolen;D;Nye Borgerlige;John Hagenstjerne;15
2. Egelundskolen;D;Nye Borgerlige;Flemming Sonnesen;11
2. Egelundskolen;D;Nye Borgerlige;Henning Andersen;2
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Listestemmer;84
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Vivi Nør Jacobsen;255
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Resul Kücükakin;51
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Birgit Hauer;17
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Tina Messaoudi;6
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Inge Dahn;17
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Michael Jonasen;15
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Mette Jacobsen;0
2. Egelundskolen;F;SF - Socialistisk Folkeparti;Søren Vinzent;1
2. Egelundskolen;G;Veganerpartiet;Listestemmer;1
2. Egelundskolen;G;Veganerpartiet;Adam Samy;5
2. Egelundskolen;I;Liberal Alliance;Listestemmer;10
2. Egelundskolen;I;Liberal Alliance;Michael Melchert;15
2. Egelundskolen;I;Liberal Alliance;Astrid Frøland;2
2. Egelundskolen;O;Dansk Folkeparti;Listestemmer;51
2. Egelundskolen;O;Dansk Folkeparti;Tina B. Nielsen;56
2. Egelundskolen;O;Dansk Folkeparti;Ole Larsen;4
2. Egelundskolen;O;Dansk Folkeparti;Winnie Duncan;17
2. Egelundskolen;O;Dansk Folkeparti;Flemming Ove Breuning;3
2. Egelundskolen;O;Dansk Folkeparti;John B. Nielsen;1
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Listestemmer;41
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Claus Rasmussen;53
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Sofie Amalie Blomsterberg;14
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Susanne Blomsterberg;3
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Henrik Berthou-Berthelsen;5
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Heidi Berthou-Berthelsen;1
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Rune Buhl Frederiksen;1
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Michael Adler-Platzer;0
2. Egelundskolen;V;Venstre, Danmarks Liberale Parti;Ulla Pawrup;6
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;114
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Helge Bo Jensen;73
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Bodil Garde;14
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Fedai Celim;22
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Marie Juhl;18
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Ebbe Rand Jørgensen;10
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Edibe Baran;9
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Stig Larsen;1
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Ulla Elsted Jensen;2
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Jeppe Milthers;8
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Kim Olesen;0
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Necdet Gökce;3
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Lars Bremer;1
2. Egelundskolen;Ø;Enhedslisten - De Rød-Grønne;Kurt Olsen;1
2. Egelundskolen;Å;Alternativet;Listestemmer;2
2. Egelundskolen;Å;Alternativet;Kenni Flink;21
3. Herstedlund Skole;A;Socialdemokratiet;Listestemmer;169
3. Herstedlund Skole;A;Socialdemokratiet;Steen Christiansen;136
3. Herstedlund Skole;A;Socialdemokratiet;Marianne Burchall;32
3. Herstedlund Skole;A;Socialdemokratiet;Paw Østergaard Jensen;45
3. Herstedlund Skole;A;Socialdemokratiet;Ulla Nielsen;21
3. Herstedlund Skole;A;Socialdemokratiet;Dogan Polat;151
3. Herstedlund Skole;A;Socialdemokratiet;Tina Christiansen;17
3. Herstedlund Skole;A;Socialdemokratiet;Mikkel Skovby;18
3. Herstedlund Skole;A;Socialdemokratiet;Nikolaj Kristian Carlsen;9
3. Herstedlund Skole;A;Socialdemokratiet;Lasse Wilson;6
3. Herstedlund Skole;A;Socialdemokratiet;Rukhsana Ali;19
3. Herstedlund Skole;A;Socialdemokratiet;Qasir Mirza;61
3. Herstedlund Skole;A;Socialdemokratiet;Emil Ottesen;11
3. Herstedlund Skole;A;Socialdemokratiet;Jane Nannberg;5
3. Herstedlund Skole;A;Socialdemokratiet;Julie Marie Larsen;24
3. Herstedlund Skole;A;Socialdemokratiet;Rashid Leegaard Kestey;5
3. Herstedlund Skole;A;Socialdemokratiet;Akhlaq Ahmad;59
